Plate,Well,Well Number,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Type],Compound Name,Compound Identifier (CAS Number),Compound Molecular Weight,Compound URL,Compound Concentration (microMolar),Compound General Target Class,Compound General activity,Compound Information,Control Type,Channels,Image File Name
3.3,C8,1,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,LJI308,1627709-94-7,368.38,https://pubchem.ncbi.nlm.nih.gov/compound/118704762,2.5,PI3K/Akt/mTOR,S6 Kinase,"LJI308 is a potent, and pan-RSK (p90 ribosomal S6 kinase) inhibitor with IC50 of 6 nM, 4 nM, and 13 nM for RSK1, RSK2, and RSK3, respectively.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40501.nd2.tif_merged.tif
3.3,D8,2,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,ONO-4059 analogue,1351635-67-0,456.5,https://pubchem.ncbi.nlm.nih.gov/compound/89455219,2.5,Angiogenesis,BTK,"ONO-4059 analogue is an analogue of ONO-4059, which is a highly potent and selective oral BTK inhibitor with IC50 of 23.9 nM. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40502.nd2.tif_merged.tif
3.3,E8,3,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CC-223,1228013-30-6,397.47,https://pubchem.ncbi.nlm.nih.gov/compound/58298316,2.5,PI3K/Akt/mTOR,mTOR,"CC-223 is a potent, selective, and orally bioavailable mTOR inhibitor with IC50 of 16 nM, >200-fold selectivity over the related PI3K-α. Phase 1/2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40503.nd2.tif_merged.tif
3.3,F8,4,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GSK621,1346607-05-3,489.91,https://pubchem.ncbi.nlm.nih.gov/compound/54577153,2.5,PI3K/Akt/mTOR,AMPK,GSK621 is a specific and potent AMPK activator.  ,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40504.nd2.tif_merged.tif
3.3,G8,5,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DASA-58,1203494-49-8,453.53,https://pubchem.ncbi.nlm.nih.gov/compound/44543605,2.5,Others,Others,DASA-58 is a specific and potent Pyruvate kinase M2 (PKM2) activator.  ,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40505.nd2.tif_merged.tif
3.3,G9,6,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GSK2292767,1254036-66-2,512.58,https://pubchem.ncbi.nlm.nih.gov/compound/49783923,2.5,PI3K/Akt/mTOR,PI3K,GSK2292767 is a potent and selective PI3Kδ inhibitor.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40506.nd2.tif_merged.tif
3.3,F9,7,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,ETC-1002,738606-46-7,344.49,https://pubchem.ncbi.nlm.nih.gov/compound/10472693,2.5,PI3K/Akt/mTOR,AMPK,"ETC-1002,also known as Bempedoic acid, is an orally available, once-daily LDL-C lowering small molecule designed to lower elevated levels of LDL-C and to avoid side effects associated with existing LDL-C lowering therapies.ETC-1002 is an activator of hepatic AMP-activated protein kinase (AMPK). It has potent inhibitory activity against hepatic ATP-citrate lyase(IC50=29 uM).",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40507.nd2.tif_merged.tif
3.3,E9,8,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PLX7904,1393465-84-3,512.53,https://pubchem.ncbi.nlm.nih.gov/compound/90116945,2.5,MAPK,Raf,"PLX7904, also known as PB04, is a potent and selective paradox-breaker RAF inhibitor. It is able to efficiently inhibit activation of ERK1/2 in mutant BRAF melanoma cells but does not hyperactivate ERK1/2 in mutant RAS-expressing cells.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40508.nd2.tif_merged.tif
3.3,D9,9,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD3759,1626387-80-1,459.9,https://pubchem.ncbi.nlm.nih.gov/compound/78209992,2.5,Protein Tyrosine Kinase,EGFR,"AZD3759 is a potent, oral active, CNS-penetrant EGFR inhibitor with IC50 of 0.3 nM, 0.2 nM, and 0.2 nM for EGFR (WT), EGFR (L858R), and EGFR (exon 19Del), respectively. Phase 1.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40509.nd2.tif_merged.tif
3.3,D10,10,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,VPS34-IN1,1383716-33-3,425.91,https://pubchem.ncbi.nlm.nih.gov/compound/57404276,2.5,PI3K/Akt/mTOR,PI3K,"Vps34-IN1 is a potent and highly selective Vps34 inhibitor with IC50 of 25 nM invitro,which does not significantly inhibit the isoforms of class I as well as class II PI3Ks.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40510.nd2.tif_merged.tif
3.3,E10,11,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Entrectinib,1108743-60-7,560.64,https://pubchem.ncbi.nlm.nih.gov/compound/25141092,2.5,Protein Tyrosine Kinase,"Trk receptor,ALK","Entrectinib (RXDX-101) is an orally bioavailable pan-TrkA/B/C, ROS1 and ALK inhibitor with IC50 ranging between 0.1 and 1.7 nM. Phase 2.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40511.nd2.tif_merged.tif
3.3,F10,12,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GSK2636771,1372540-25-4,433.42,https://pubchem.ncbi.nlm.nih.gov/compound/56949517,2.5,PI3K/Akt/mTOR,PI3K,"GSK2636771 is a potent, orally bioavailable, PI3Kβ-selective inhibitor, sensitive to PTEN null cell lines. Phase 1/2a.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40512.nd2.tif_merged.tif
3.3,G10,13,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PQ 401,196868-63-0,341.79,https://pubchem.ncbi.nlm.nih.gov/compound/9549305,2.5,Protein Tyrosine Kinase,IGF-1R,PQ401 inhibits autophosphorylation of IGF-1R domain with IC50 of <1 μM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40513.nd2.tif_merged.tif
3.3,G11,14,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,ZM 39923 HCl,1021868-92-7,367.91,https://pubchem.ncbi.nlm.nih.gov/compound/176406,2.5,JAK/STAT,JAK,"ZM 39923 HCl is an JAK1/3 inhibitor with pIC50 of 4.4/7.1, almost no activity to JAK2 and modestly potent to EGFR; also found to be sensitive to transglutaminase.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40514.nd2.tif_merged.tif
3.3,F11,15,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,SMI-4a,438190-29-5,273.23,https://pubchem.ncbi.nlm.nih.gov/compound/1361334,2.5,JAK/STAT,Pim,"SMI-4a is a potent inhibitor of Pim1 with IC50 of 17 nM, modestly potent to Pim-2, does not significantly inhibit any other serine/threonine- or tyrosine-kinases.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40515.nd2.tif_merged.tif
3.3,E11,16,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,VE-821,1232410-49-9,368.41,https://pubchem.ncbi.nlm.nih.gov/compound/51000408,2.5,DNA Damage,ATM/ATR,"VE-821 is a potent and selective ATP competitive inhibitor of ATR with Ki/IC50 of 13 nM/26 nM in cell-free assays, shows inhibition of H2AX phosphorylation, minimal activity against PIKKs ATM, DNA-PK, mTOR and PI3Kγ.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40516.nd2.tif_merged.tif
3.3,D11,17,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AG-18,118409-57-7,186.17,https://pubchem.ncbi.nlm.nih.gov/compound/2052,2.5,Protein Tyrosine Kinase,EGFR,AG-18 inhibits EGFR with IC50 of 35 μM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40517.nd2.tif_merged.tif
3.3,D12,18,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CEP-32496,1188910-76-0,517.46,https://pubchem.ncbi.nlm.nih.gov/compound/56846693,2.5,MAPK,"CSF-1R,Raf","CEP-32496 is a highly potent inhibitor of BRAF(V600E/WT) and c-Raf with Kd of 14 nM/36 nM and 39 nM, also potent to Abl-1, c-Kit, Ret, PDGFRβ and VEGFR2, respectively; insignificant affinity for MEK-1, MEK-2, ERK-1 and ERK-2. Phase 1/2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40518.nd2.tif_merged.tif
3.3,E12,19,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD5363,1143532-39-1,428.92,https://pubchem.ncbi.nlm.nih.gov/compound/25227436,2.5,PI3K/Akt/mTOR,Akt,"AZD5363 potently inhibits all isoforms of Akt(Akt1/Akt2/Akt3) with IC50 of 3 nM/8 nM/8 nM in cell-free assays, similar to P70S6K/PKA and lower activity towards ROCK1/2. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40519.nd2.tif_merged.tif
3.3,F12,20,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,TCS 359,301305-73-7,360.43,https://pubchem.ncbi.nlm.nih.gov/compound/1048845,2.5,Angiogenesis,FLT3,TCS 359 is a potent FLT3 inhibitor with IC50 of 42 nM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40520.nd2.tif_merged.tif
3.3,G12,21,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Tyrphostin AG 1296,146535-11-7,266.29,https://pubchem.ncbi.nlm.nih.gov/compound/2049,2.5,Protein Tyrosine Kinase,"c-Kit,FGFR,PDGFR","Tyrphostin AG 1296 is an inhibitor of PDGFR with IC50 of 0.3-0.5 μM, no activity to EGFR.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40521.nd2.tif_merged.tif
3.3,G13,22,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,NSC 23766,1177865-17-6,530.96,https://pubchem.ncbi.nlm.nih.gov/compound/16759159,2.5,Cell Cycle,Rho,"NSC 23766 is an inhibitor of Rac GTPase targeting Rac activation by guanine nucleotide exchange factors (GEFs) with IC50 of ~50 μM in a cell-free assay; does not inhibit the closely related  targets, Cdc42 or RhoA.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40522.nd2.tif_merged.tif
3.3,F13,23,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PRT062607 HCl,"1370261-97-4,1370261-96-3(free base)",429.91,https://pubchem.ncbi.nlm.nih.gov/compound/56948527,2.5,Angiogenesis,Syk,"PRT062607 (P505-15, BIIB057) HCl is a novel, highly selective Syk inhibitor with IC50 of 1 nM in cell-free assays, >80-fold selective for Syk than Fgr, Lyn, FAK, Pyk2 and Zap70.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40523.nd2.tif_merged.tif
3.3,E13,24,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Butein,487-52-5,272.25,https://pubchem.ncbi.nlm.nih.gov/compound/5281222,2.5,Protein Tyrosine Kinase,EGFR,"Butein, a plant polyphenol isolated from <i>Rhus verniciflua</i>, is able to inhibit the activation of protein tyrosine kinase, NF-κB and STAT3, also inhibits EGFR.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40524.nd2.tif_merged.tif
3.3,D13,25,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GDC-0349,1207360-89-1,452.55,https://pubchem.ncbi.nlm.nih.gov/compound/59239165,2.5,PI3K/Akt/mTOR,mTOR,"GDC-0349 is a potent and selective ATP-competitive inhibitor of mTOR with Ki of 3.8 nM, 790-fold inhibitory effect against PI3Kα and other 266 kinases. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40525.nd2.tif_merged.tif
3.3,D14,26,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Cobimetinib,934660-93-2,531.31,https://pubchem.ncbi.nlm.nih.gov/compound/16222096,2.5,MAPK,MEK,"Cobimetinib (GDC-0973, RG7420) is a potent and highly selective MEK1 inhibitor with IC50 of 4.2 nM. Phase 3.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40526.nd2.tif_merged.tif
3.3,E14,27,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BMS-345541,445430-58-0,255.32,https://pubchem.ncbi.nlm.nih.gov/compound/9813758,2.5,NF-κB,IκB/IKK,"BMS-345541 is a highly selective inhibitor of the catalytic subunits of IKK-2 and IKK-1 with IC50 of 0.3 μM and 4 μM in cell-free assays, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40527.nd2.tif_merged.tif
3.3,F14,28,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,ETP-46464,1345675-02-6,470.52,https://pubchem.ncbi.nlm.nih.gov/compound/72199292,2.5,PI3K/Akt/mTOR,"ATM/ATR,mTOR",ETP-46464 is a potent and selective inhibitor of ATR with IC50 of 25 nM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40528.nd2.tif_merged.tif
3.3,G14,29,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,ASP3026,1097917-15-1,580.74,https://pubchem.ncbi.nlm.nih.gov/compound/25134326,2.5,Protein Tyrosine Kinase,ALK,ASP3026 is a novel and selective inhibitor for ALK  with IC50 of 3.5 nM. Phase 1.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40529.nd2.tif_merged.tif
3.3,G15,30,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Pacritinib,937272-79-2,472.58,https://pubchem.ncbi.nlm.nih.gov/compound/46216796,2.5,JAK/STAT,"FLT3,JAK","Pacritinib (SB1518) is a potent and selective inhibitor of Janus Kinase 2 (JAK2) and Fms-Like Tyrosine Kinase-3 (FLT3) with IC50s of 23 and 22 nM in cell-free assays, respectively. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40530.nd2.tif_merged.tif
3.3,F15,31,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,P276-00,920113-03-7,438.3,https://pubchem.ncbi.nlm.nih.gov/compound/23643975,2.5,Cell Cycle,CDK,"P276-00 is a novel CDK1, CDK4 and CDK9 inhibitor with IC50 of 79 nM, 63 nM and 20 nM, respectively. Phase 2/3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40531.nd2.tif_merged.tif
3.3,E15,32,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BMS-582949,623152-17-0,406.48,https://pubchem.ncbi.nlm.nih.gov/compound/10409068,2.5,MAPK,p38 MAPK,"BMS-582949 is a potent and selective p38 mitogen-activated protein kinase (p38 MAPK) inhibitor with IC50 of 13nM,inhibiting both p38 kinase activity and activation of p38.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40532.nd2.tif_merged.tif
3.3,D15,33,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AMG 337,1173699-31-4,463.46,https://pubchem.ncbi.nlm.nih.gov/compound/44181686,2.5,Protein Tyrosine Kinase,c-Met,"AMG 337 is an oral, small molecule, ATP-competitive, highly selective inhibitor of the MET receptor.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40533.nd2.tif_merged.tif
3.3,D16,34,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Oclacitinib,1640292-55-2,453.51,https://pubchem.ncbi.nlm.nih.gov/compound/44631937,2.5,JAK/STAT,JAK,"Oclacitinib is a novel inhibitor of JAK family members with IC50 ranging from 10 to 99 nM and JAK1-dependent cytokines with IC50 ranging from 36 to 249 nM, which did not inhibit a panel of 38 non-JAK kinases.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40534.nd2.tif_merged.tif
3.3,E16,35,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BI-78D3,883065-90-5,379.37,https://pubchem.ncbi.nlm.nih.gov/compound/2747117,2.5,MAPK,JNK,BI-78D3 is a competitive JNK inhibitor with IC50 of 280nM that displays > 100 fold selectivity over p38α and no activity at mTOR and PI-3K.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40535.nd2.tif_merged.tif
3.3,F16,36,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Olmutinib,1353550-13-6,486.59,https://pubchem.ncbi.nlm.nih.gov/compound/54758501,2.5,Protein Tyrosine Kinase,EGFR,"Olmutinib (HM61713, BI 1482694) is a novel third-generation epidermal growth factor receptor (EGFR) mutation-specific tyrosine kinase inhibitor (TKI). Also a potent inhibitor of Bruton's tyrosine kinase.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40536.nd2.tif_merged.tif
3.3,G16,37,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,"7,8-Dihydroxyflavone",38183-03-8,254.24,https://pubchem.ncbi.nlm.nih.gov/compound/1880,2.5,Protein Tyrosine Kinase,Trk receptor,"7,8-Dihydroxyflavone acts as a potent and selective small-molecule agonist of the TrkB receptor (Kd ≈ 320 nM), the main signaling receptor of brain-derived neurotrophic factor (BDNF).",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40537.nd2.tif_merged.tif
3.3,G17,38,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,LY3023414,1386874-06-1,406.48,https://pubchem.ncbi.nlm.nih.gov/compound/57519748,2.5,PI3K/Akt/mTOR,Akt,"LY3023414 is an oral ATP competitive inhibitor of the class I PI3K isoforms, mTOR and DNA-PK.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40538.nd2.tif_merged.tif
3.3,F17,39,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Perifosine,157716-52-4,461.66,https://pubchem.ncbi.nlm.nih.gov/compound/148177,2.5,PI3K/Akt/mTOR,Akt,"Perifosine (KRX-0401) is a novel Akt inhibitor with IC50 of 4.7 μM in MM.1S cells, targets pleckstrin homology domain of Akt. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40539.nd2.tif_merged.tif
3.3,E17,40,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Palbociclib HCl,"827022-32-2, 571190-30-2 (free base)",483.99,https://pubchem.ncbi.nlm.nih.gov/compound/11431660,2.5,Others,CDK,"Palbociclib (PD-0332991) HCl is a highly selective inhibitor of CDK4/6 with IC50 of 11 nM/16 nM in cell-free assays, respectively. It shows no activity against CDK1/2/5, EGFR, FGFR, PDGFR, InsR, etc. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40540.nd2.tif_merged.tif
3.3,D17,41,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,LY2228820,862507-23-1,612.74,https://pubchem.ncbi.nlm.nih.gov/compound/11570805,2.5,MAPK,p38 MAPK,"LY2228820 is a novel and potent inhibitor of p38 MAPK with IC50 of 7 nM in a cell-free assay, does not alter p38 MAPK activation. Phase 1/2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40541.nd2.tif_merged.tif
3.3,C17,42,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Miltefosine,58066-85-6,407.57,https://pubchem.ncbi.nlm.nih.gov/compound/3599,2.5,PI3K/Akt/mTOR,Akt,"Miltefosine inhibits PI3K/Akt activity with ED50 of 17.2 μM and 8.1 μM in carcinoma cell lines A431 and HeLa, first oral drug for Visceral leishmaniasis, effective against both promastigotes and amastigotes.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40542.nd2.tif_merged.tif
3.3,C16,43,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Chloroquine Phosphate,50-63-5,515.86,https://pubchem.ncbi.nlm.nih.gov/compound/64927,2.5,PI3K/Akt/mTOR,"ATM/ATR,Autophagy","Chloroquine phosphate is a 4-aminoquinoline anti-malarial and anti-rheumatoid agent, also acting as an ATM activator. ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40543.nd2.tif_merged.tif
3.3,C15,44,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Dorsomorphin 2HCl,1219168-18-9,472.41,https://pubchem.ncbi.nlm.nih.gov/compound/49761481,2.5,PI3K/Akt/mTOR,AMPK,"Dorsomorphin 2HCl is a potent, reversible, selective AMPK inhibitor with Ki of 109 nM in cell-free assays, exhibiting no significant inhibition of several structurally related kinases including ZAPK, SYK, PKCθ, PKA, and JAK3. Also inhibits type Ⅰ BMP receptor activity.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40544.nd2.tif_merged.tif
3.3,C14,45,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,APTSTAT3-9R,NA,4947.51,https://pubchem.ncbi.nlm.nih.gov/compound/131709226,2.5,JAK/STAT,STAT,APTSTAT3-9R is a specific STAT3-binding peptide with addition of a cell-penetrating motif. The treatment of APTSTAT3-9R in various types of cancer cells blocks STAT3 phosphorylation and reduces expression of STAT targets.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40545.nd2.tif_merged.tif
3.3,C13,46,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,None,,,,2.5,,,,untreated control,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40546.nd2.tif_merged.tif
3.3,C12,47,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,None,,,,2.5,,,,untreated control,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40547.nd2.tif_merged.tif
3.3,C11,48,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,None,,,,2.5,,,,untreated control,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40548.nd2.tif_merged.tif
3.3,C10,49,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40549.nd2.tif_merged.tif
3.3,C9,50,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-3_40550.nd2.tif_merged.tif
